"会議開始からの時刻","日付","時刻","話者","タグ","発言内容"
"01:08:43","2026/01/15","14:41:46","speaker6","","ジャッキダウンを見に行きました。そのときに江別火力は大勢これまた大勢ですけども、大勢がですね、外にある石炭石炭のサイドをですね爆破解体するってことでさっき言った過去がやって、大失敗したことがあったんですけどこの話はまた別にやりましょう。とりあえず私はここでですね、生まれて初めて今度は石油から"
"01:09:09","2026/01/15","14:42:12","speaker6","","ボイラーの"
"01:09:11","2026/01/15","14:42:14","speaker6","","ところへ行って、ボイラーの専門家になるべく一生懸命勉強しました。最後全部終わってですね、全部終わって、総括をやるということでやったときに、"
"01:09:28","2026/01/15","14:42:31","speaker6","","みんなにごめんねと今はもう押しも押されるボイラーのね専門家になってたんだけど3年半もかかったんで、最初は全く知らないで飛び込んでとにかく見よう見まねでやってきたっていう話をそのときにしたらみんなね、嘘だって言ってましたけども押すんだ話ですからということで"
"01:09:53","2026/01/15","14:42:56","speaker6","","私は泰平田行に"
"01:09:58","2026/01/15","14:43:01","speaker6","","なんでこんな馬鹿なことをするんだと"
"01:10:02","2026/01/15","14:43:05","speaker6","","というのは、ボイラー建屋があってボイラー建屋の上にジャッキを乗せてジャッキでボイラーを吊って下へ下げて、ボイラーの解体を終わりました。しかし、建屋残っちゃったんですね。当然の話。その我々が終わって帰った後、清水建設が来て、また建屋の解体をやると、こういうことだったんす。なぜ"
"01:10:26","2026/01/15","14:43:29","speaker5","","ボイラーのボイラーの建屋がですね建屋がボイラーをしてるんなら、この建屋ごと下げてやればボイラーも一緒に下げてくるんじゃないかという提案をしたんです。"
"01:10:41","2026/01/15","14:43:44","speaker6","","それがベストなのこの特許です。"
"01:10:47","2026/01/15","14:43:50","speaker6","","こんな素晴らしい東京誰も使ってくれないのは実力やし"
"01:10:52","2026/01/15","14:43:55","speaker6","","ボイラーこの通り鉄骨の構造物があります。ちょっと先だっていうかあれ何これ。これを三井、これ岩国です。"
"01:11:05","2026/01/15","14:44:08","speaker6","","岩国の我々やってる現場の事務所の横にある、これは"
"01:11:12","2026/01/15","14:44:15","speaker6","","中のボイラーが抜けた状態です。あの向こうに、左側の絵にある左側ボイラーの中に入ってます。右側にあるやつはスケルトンなった状態です。これが拡大したやつですよね。要するに中身を抜くと攻撃鉄骨が残ります。"
"01:11:29","2026/01/15","14:44:32","speaker3","","なんぼあります。もう3本ずつ5列あるから15分あるのかな柱がね。"
"01:11:36","2026/01/15","14:44:39","speaker6","","15分あるんすね。この15分の柱で多分満水にすると1万tを超える重量を支えてたんだろうと思います。ただ我々やるときはもう水ありませんから、この"
"01:11:52","2026/01/15","14:44:55","speaker3","","柱を下げてやろうと"
"01:11:54","2026/01/15","14:44:57","speaker3","","柱を下げてやろうと"
"01:11:57","2026/01/15","14:45:00","speaker3","","ね。そうすれば、"
"01:11:59","2026/01/15","14:45:02","speaker3","","ボイラーも建屋も全部一緒に下がってくるよねと。ただし、ただし、柱を下げたって、次にどうやって書けるのっていう話ができますそれはね、下げるのは下げられますよ。考えました。はい。"
"01:12:15","2026/01/15","14:45:18","speaker5","","特許の話"
"01:12:17","2026/01/15","14:45:20","speaker6","","次の絵を出します。はい。こうなってます。一番左の下にある長いのがジャッキだと思ってください。"
"01:12:30","2026/01/15","14:45:33","speaker3","","この、これはですからたくさんジャッキ今付いてますけれども、実際には15分から20分ぐらいになると思います。要するに、ジャッキで受けてるわけですよ。最初はね。"
"01:12:51","2026/01/15","14:45:54","speaker5","","1本"
"01:12:53","2026/01/15","14:45:56","speaker4","","1本をジャッキ外すんですね。"
"01:12:57","2026/01/15","14:46:00","speaker4","","ね。"
"01:13:02","2026/01/15","14:46:05","speaker4","","とりあえず、"
"01:13:06","2026/01/15","14:46:09","speaker4","","順番に順番に1本外す。次の1本厚次の1本を外す。今度は長いのに他入れ替えるわけですね。これ下下がってんですね。下がってるときに、"
"01:13:20","2026/01/15","14:46:23","speaker5","","1本"
"01:13:21","2026/01/15","14:46:24","speaker5","","ジャッキを外して、"
"01:13:23","2026/01/15","14:46:26","speaker4","","1メーター半ぐらいですね。上を切っちゃうんすね。そうすると1本だけフリーになりますから、そこに1.5メーターのジャッキを入れるんです。"
"01:13:34","2026/01/15","14:46:37","speaker5","","出来出来上がったらこの次、この次の柱も同じことをやるわけですよ。1.5メーター振りにしてですね新しい1.5メーターのジャッキ入れるんですね。これを順に15回柱15本あれば15回やると"
"01:13:50","2026/01/15","14:46:53","speaker5","","下に下がってたやつは切れてですね、1.5メーター上にジャッキが全部揃うという格好ですよ。これをまた下げるわけですよね。で、また同じことをやるわけ。1本だけフリーにして今日長いジャッキを入れ替えると、順々にやって下げると"
"01:14:06","2026/01/15","14:47:09","speaker6","","そうすると、元々この柱でボイラーを受けてたわけですから、確かに1本抜くというフリーにするということは、それだけ木明恵な状態になるんですが、幸いにして、もう水がありませんから"
"01:14:22","2026/01/15","14:47:25","speaker6","","満水状態でこれ動いてたわけですから、水がないんでですね。一方抜いても別に何の問題はないだろうということで考えた工法ですこれを泰平田行に提示しました。"
"01:14:40","2026/01/15","14:47:43","speaker3","","言ったら、うん。"
"01:14:42","2026/01/15","14:47:45","speaker6","","いいな。東電工業もいいなと言いました。"
"01:14:47","2026/01/15","14:47:50","speaker4","","で、しばらくしたら、あのない吉野さんよ。"
"01:14:51","2026/01/15","14:47:54","speaker4","","やっぱり無理だなっていう。社内で検討したら、"
"01:14:56","2026/01/15","14:47:59","speaker4","","下請けの技術を使うわけにはいかんっていうんだね。"
"01:15:01","2026/01/15","14:48:04","speaker4","","例えを俺1人のか知らんだろ"
"01:15:04","2026/01/15","14:48:07","speaker4","","下請けの技術を俺らが使うわけないヘイデンが下請けの技術使うわけにはいかんだろうと"
"01:15:10","2026/01/15","14:48:13","speaker4","","吉野さん悪いなと"
"01:15:14","2026/01/15","14:48:17","speaker4","","言って、こんな話をんなりました。"
"01:15:17","2026/01/15","14:48:20","speaker4","","4年後に調べ学力のボイラーが解体するっていうことは決まっててました。"
"01:15:26","2026/01/15","14:48:29","speaker4","","いや、必ず俺はゼネコンが来るよと"
"01:15:31","2026/01/15","14:48:34","speaker6","","一旦ただ冗談じゃない。東京電力はどういう会社が吉野さん用紙ってるだろうと。あそこはな、土木と建築は犬猿の仲なんだと。だから聞き建築という機械ね、機械のところに土木は干渉しないし"
"01:15:52","2026/01/15","14:48:55","speaker6","","その逆もあるんだと。だから、ボイラーはボイラーや俺たちが当然公共がやるんだとね建屋はゼネコンがやるんだ、ゼネコンは絶対来ないといったところが、大成建設が現れた品川火力に"
"01:16:08","2026/01/15","14:49:11","speaker3","","どうなったかっていう大成建設は、あの建屋の"
"01:16:13","2026/01/15","14:49:16","speaker5","","そっくり上にですねもう一つ建屋作るんですよ。"
"01:16:17","2026/01/15","14:49:20","speaker5","","もう一つ査定を作って、全部を上からぶら下げるんですよ。"
"01:16:22","2026/01/15","14:49:25","speaker5","","馬鹿だねこいつらの考えてることはどのぐらい重量があって、しかも針をどのぐらい張ってですね、それも数ヶ月間これぶら下げ続けなきゃいかんね。地震があったらどうすんのっていう話になるんだよね。"
"01:16:36","2026/01/15","14:49:39","speaker3","","でも、篠永力でやりました。"
"01:16:40","2026/01/15","14:49:43","speaker3","","大成は品川火力でやって横浜軽くなって千葉火力でやりました。それ以降やってません。"
"01:16:47","2026/01/15","14:49:50","speaker3","","こんな馬鹿な話は"
"01:16:49","2026/01/15","14:49:52","speaker3","","とんでもないお金のかかる話です。"
"01:16:52","2026/01/15","14:49:55","speaker6","","笑い話のような本当の話で我々横須賀火力やりました浴槽火力が"
"01:17:06","2026/01/15","14:50:09","speaker6","","バチカンあったのか休刊あったのか全部でね。で、最初に川崎に住んでて残り6巻から7巻あったんですがその内の2関西3号4号ベストらがやりましたけども、"
"01:17:23","2026/01/15","14:50:26","speaker6","","そのときに"
"01:17:25","2026/01/15","14:50:28","speaker6","","田島が"
"01:17:27","2026/01/15","14:50:30","speaker6","","最初の最初の2機は鹿島がやったんです。次の6期はですね、あれどうだったなんだ、戸田、戸田じゃねわ。なんだ&ハザマ&ハザマだ。全くボイラ知らない連中たちが干上がってですね、能書きだけ垂れて、"
"01:17:48","2026/01/15","14:50:51","speaker6","","後ろレジでこぴどくいじめられたんすがね、膨大分"
"01:17:54","2026/01/15","14:50:57","speaker7","","大君はい。"
"01:17:57","2026/01/15","14:51:00","speaker7","","いじめられたようなそうですね。前半はいじめられてましたけども、後半を巻き返しました。そんなお前が言って頑張ってくれたもんな。いや、あれはもう中内くんと山本くんです。うん。いや、"
"01:18:13","2026/01/15","14:51:16","speaker6","","本当にうちの連中たちがですね本当に入れられてテンパいじめられたんですね。しかも安藤ハザマだけじゃなくて、唐田工業は名前変わって何とかっていう名前に変わってた。あの連中たちが我々を目の敵にしたんです。いわゆる泰平電業と敵対したんで"
"01:18:32","2026/01/15","14:51:35","speaker6","","彼ら対応できる味方なんでですね、全部当然工業はだから我々がですねとんでもないABな思いをしてですね、横坂力のボイラーの解体をやりました。"
"01:18:45","2026/01/15","14:51:48","speaker6","","無事に済んだからよかったんですけども。そういうことがありました。そのもっかい品川火力のことですけど、品が力火力のボイラーの方体制が出てくる前に、私が提案をしたこのボイラーの解体をですね、"
"01:19:06","2026/01/15","14:52:09","speaker6","","対応電源と東電工業に提案をしたんですが実際に大勢が着ていたあの島田工業は、あそこ体制が白髪火力の割合を言うとですね、大成が55ですか。"
"01:19:23","2026/01/15","14:52:26","speaker3","","東電工業1010か15。うん。部署等で神戸と1010ぐらいで当然環境が入って、東企業が入って、全部で100円なんですけど、55体制が持ってたんすよ。"
"01:19:41","2026/01/15","14:52:44","speaker6","","もう圧倒的体制です。もう軍を言わせる体制です。"
"01:19:48","2026/01/15","14:52:51","speaker6","","言っときますけども、市の学力に大成建設が決まってですね、行ったときに私、大成の本社に呼ばれて、安田っていう電力部長でした。"
"01:20:03","2026/01/15","14:53:06","speaker3","","BBCの佐田のみがある。"
"01:20:05","2026/01/15","14:53:08","speaker3","","品がよく言ってくれんかった。"
"01:20:08","2026/01/15","14:53:11","speaker3","","牛の建築の連中たちが10人ほど先乗りしてると"
"01:20:13","2026/01/15","14:53:16","speaker3","","言って、ボイラーを教えてやってくれんかと"
"01:20:17","2026/01/15","14:53:20","speaker3","","ただし、5時過ぎにしてくれと。東電さん帰った後にしてくれと"
"01:20:24","2026/01/15","14:53:27","speaker6","","ということで、私毎日あそこ行ってですね大勢の連中たちによるね夜だってわかりやすいてるから構わない。ずっと回ってですね、ボイラーの部品の説明し、どういう機能があるのかなとずっと説明をして回ったんですが"
"01:20:42","2026/01/15","14:53:45","speaker6","","彼らはボイラー知らないでですね、ボイラーの解体工法を考えたんです。"
"01:20:47","2026/01/15","14:53:50","speaker3","","その連中たちがシッタカぶりみたいな格好で当然工業太平電源をですね、青で使う時代が来たわけですよ。"
"01:20:57","2026/01/15","14:54:00","speaker3","","大平電業も"
"01:21:00","2026/01/15","14:54:03","speaker3","","コテンパンにいじめられたそこで白髪力では我々もいじめられたけど、これし、今度しながら軽くなるし、"
"01:21:10","2026/01/15","14:54:13","speaker6","","泰平田行が"
"01:21:12","2026/01/15","14:54:15","speaker6","","なんていうか野良犬をあしらわれるようにですね、コテンパンにやられました。"
"01:21:20","2026/01/15","14:54:23","speaker6","","唐田工業もくちゃくちゃにやられました。"
"01:21:24","2026/01/15","14:54:27","speaker6","","五代くんその辺のお話ちょっとしてよ。"
"01:21:27","2026/01/15","14:54:30","speaker7","","はい。そうですね。職長会の方にはベテランも出てたんですけども、他の企業跡部すらもですね、"
"01:21:38","2026/01/15","14:54:41","speaker7","","例えばですね焼香所で安全帯をちょっとつけ忘れたというのに対してベストな3気をつけてくださいねっていうのに対して大変さんはもう帰れよと"
"01:21:50","2026/01/15","14:54:53","speaker7","","もうそれぐらいちょっと下がりましたね。ものすごいいじめに遭ってました。"
"01:21:55","2026/01/15","14:54:58","speaker6","","で、太平洋が吉野さんごめんねとごめんねとあんときあんたの話聞いときはね、こんなことにはならなかったっていうことだったんでね。それ以降大変際吉良もやってないっすよ。やってない。"
"01:22:10","2026/01/15","14:55:13","speaker6","","もうその時代は過ぎた。大成建設の茶木ダムやってません真鍋海が大きな機械持ってて馬鹿馬鹿やってますよ時代変わりましたね。あれをやっちゃいけないっていうことで聞いたのが始まったんです。"
"01:22:23","2026/01/15","14:55:26","speaker4","","そのジャッキダウンの第1号は、先ほど申し上げました北海道電力の江別火力だったんすよ。北海道電力は北海道石の産地で夕張だとかねたくさん三笠だとかいうぐらいたくさん石炭が取れて、石狩川の"
"01:22:39","2026/01/15","14:55:42","speaker4","","ずっと川沿いですね、ずっと火力発電所が作られていったんです。"
"01:22:48","2026/01/15","14:55:51","speaker6","","ところが、炭鉱がだんだんだんだん閉鎖されていく。それから石狩川の河口にですね授乳たんで、発電をするという大型の火力発電所ができてきて、従来の"
"01:23:05","2026/01/15","14:56:08","speaker6","","ずっとしか石狩川沿いにあった火力発電所順に壊していくことになった滝川だとかねステージを壊していくんだったらその度に死者が出たんです。"
"01:23:20","2026/01/15","14:56:23","speaker4","","だって巨大な空間ができるからだって上からぶら下がってるから下から取ってくるしょうがないですからね。とね、50メーターぐらいの高さの巨大な空間ができるわけですよ。物も落ちるけど人も落ちるんですよ。それでジャッキダウンということで大変業務が始まったのがこの別の球団が第1号だったんすね。"
"01:23:41","2026/01/15","14:56:44","speaker3","","そのジャッキを持ってきて、豊洲で東京電力が4冠をジャッキで下げるという、そのオペレーションをベクトルがやったと"
"01:23:56","2026/01/15","14:56:59","speaker6","","こういうことで対蓮華との蜜月は続いたんですが実像と何年通だな。かなりの間、タイで京都のもう蜜月が続いてですね、ベッセルの売り上げの90%は大変京都の関係だったんですが、"
"01:24:17","2026/01/15","14:57:20","speaker6","","後に今度今度の話になる。リンゴ皮むき交付が生まれたことによって、泰平田行のジャッキダウンを我々が食ってしまうことになってですね、あいつらは軒先を借りて、借りてですね、母屋を取るとんでもない悪いやつだと"
"01:24:38","2026/01/15","14:57:41","speaker6","","いうことで、大平連合から音出されてシャットアウトされましたこれはまた次にやりましょう。どのぐらい時間ありますか。ちょっとそうじゃなかった。これが"
"01:24:57","2026/01/15","14:58:00","speaker6","","最後に残った油のタンクです。先ほどここは石炭の置き場だったんですが、石炭火力を油の火力に途中で変えてですね、向こうに2万キロ2万キロ。これ今、あの写真撮ってるここには"
"01:25:13","2026/01/15","14:58:16","speaker6","","今流布の2万キロのタンクさっきにありましたけどもあったんですあの絵で言うと一番左"
"01:25:25","2026/01/15","14:58:28","speaker6","","かな。うん。うん。ゴルフのタイプだったな。いや、いや、もう一つ左にゴルフがあってあるいは2万キロのこのこいつかもわかりません今、手前にあるやつが左のかもわかりません。とりあえず、"
"01:25:41","2026/01/15","14:58:44","speaker3","","これを、これはあのワイヤーのじゃじゃなくて、川鉄機材の乾きのジャッキですいわゆるロッドのジャッキですワイヤーじゃなく、ロッドのジャッキを志願に立ててですね、中にずっとたくさん見えるのはロッドのジャッキが内側から引っ掛けてぶら下げてるんですね。で、これも若干終わったところです。で、向こうは、これから始まるところですね。"
"01:26:07","2026/01/15","14:59:10","speaker6","","この写真はですね日にちが書いて91年ですね91年"
"01:26:13","2026/01/15","14:59:16","speaker6","","そうだ。私は50歳のときですね。"
"01:26:18","2026/01/15","14:59:21","speaker6","","急ぎだな。53"
"01:26:22","2026/01/15","14:59:25","speaker3","","この写真は、"
"01:26:26","2026/01/15","14:59:29","speaker6","","泰平田行が"
"01:26:29","2026/01/15","14:59:32","speaker6","","大きくしてですね、社長室に飾って、"
"01:26:34","2026/01/15","14:59:37","speaker6","","それから後火力でリファーリングっていう日立のボイラーをその小井土サイクルに変えるということでやった。それを私にビデオ撮ってですねそれを編集して、"
"01:26:54","2026/01/15","14:59:57","speaker6","","デモンストレーションテープを作って全国の営業に使うからっていうことで。だからこの写真はカタログに使われて、"
"01:27:08","2026/01/15","15:00:11","speaker3","","私の作ったテープは15分に編集し直したやつを、営業の連中が日本全国にですね、ジャッキダウンの営業に使ってたということですが、"
"01:27:23","2026/01/15","15:00:26","speaker6","","一緒に指定門前払いを食らって出入り禁止になります。またどん底に落とされてですね、またとんでもない苦しみが始まるんですけども。しかし幸いにして、"
"01:27:38","2026/01/15","15:00:41","speaker6","","どん底になっても考えることができる。"
"01:27:43","2026/01/15","15:00:46","speaker6","","会社だったんですね。このタンクの横にあります。あの9Kのフォルダを見てください。"
"01:27:53","2026/01/15","15:00:56","speaker6","","東京電力と東京ガスの栄ってないんですよ。中入ると、このぐらいの欠けがあるだけで、何にもないんですよ。あれが朝会なんですね。もうこれは東京ガスですから"
"01:28:07","2026/01/15","15:01:10","speaker5","","この"
"01:28:09","2026/01/15","15:01:12","speaker4","","東京ガスの"
"01:28:11","2026/01/15","15:01:14","speaker4","","ここも再開発で全部更地になるわけですよ。"
"01:28:15","2026/01/15","15:01:18","speaker4","","さて、"
"01:28:17","2026/01/15","15:01:20","speaker4","","どうやって"
"01:28:19","2026/01/15","15:01:22","speaker4","","東京ガスに仕事をくれと言っていけばいいのかと"
"01:28:25","2026/01/15","15:01:28","speaker4","","いうことで、このボイラーを壊しながらですね、"
"01:28:32","2026/01/15","15:01:35","speaker4","","3年間"
"01:28:33","2026/01/15","15:01:36","speaker6","","休憩タンクをボイラー建屋から見るとこういうふうに見えます。"
"01:28:38","2026/01/15","15:01:41","speaker6","","景色いいね。向こうにレインボーブリッジが見えるんですよ。"
"01:28:43","2026/01/15","15:01:46","speaker6","","ね。"
"01:28:46","2026/01/15","15:01:49","speaker6","","レインボーブリッジ見てくださいよ。まだね手話や刈田岳支社ができてないんですよ。"
"01:28:55","2026/01/15","15:01:58","speaker6","","これがこれはもう年が変わります。92年ですね。92円。1月の20日です。こっちのやつは91年12月17日ですね。"
"01:29:13","2026/01/15","15:02:16","speaker6","","今度お話するのは、あの"
"01:29:17","2026/01/15","15:02:20","speaker6","","ガスタンクをどうやったら"
"01:29:21","2026/01/15","15:02:24","speaker6","","壊せるのか、どうやったら東京ガスから仕事がいただけるのか。"
"01:29:28","2026/01/15","15:02:31","speaker6","","いや、貧乏ですしね。貧乏だったんすよ。仕事が欲しいんですよ。はい。何としても仕事が欲しいんですよ。"
"01:29:39","2026/01/15","15:02:42","speaker6","","ずっと考え続けた話は、"
"01:29:42","2026/01/15","15:02:45","speaker6","","第3回にしたいと思いますけど、よろしいですか。"
"01:29:49","2026/01/15","15:02:52","speaker6","","どうぞ質問してください。何でもいいです。"
"01:29:52","2026/01/15","15:02:55","speaker3","","これこれこれ見てください。これこれ"
"01:29:56","2026/01/15","15:02:59","speaker3","","このときの俺の持ってた名刺11枚ありますけども"
"01:30:08","2026/01/15","15:03:11","speaker6","","全部ここの会社の見積書と印鑑を押した見積書と名刺を持ってどこへでも行っても、ここの会社の名前で見積もりを勝手にやってました。"
"01:30:29","2026/01/15","15:03:32","speaker6","","三井造船もあるよ。"
"01:30:32","2026/01/15","15:03:35","speaker6","","志田にもあるしね。熊代莉愛PLANT英司だよね。"
"01:30:44","2026/01/15","15:03:47","speaker6","","渡辺解体工業もあります。渡辺解体工業の社長の松代さんがうちのせがれは駄目だから、渡辺解体工業の社長やってくれっつって私に頼みに来てこのメッシュ名刺の見積書を渡してくれたんです。"
"01:31:03","2026/01/15","15:04:06","speaker6","","そんなところですね。こうやって"
"01:31:07","2026/01/15","15:04:10","speaker6","","たった1人でたった1人で生き延びてきました。"
"01:31:12","2026/01/15","15:04:15","speaker6","","いや頑張ったね。"
"01:31:15","2026/01/15","15:04:18","speaker6","","これが私の40代です。"
"01:31:19","2026/01/15","15:04:22","speaker6","","次の第3回からは、少し人数も増えてですね、金持ちになりかかっていくところですね。こっから先あんまり面白くないかもわからん。"
"01:31:37","2026/01/15","15:04:40","speaker3","","なんか座ったら1つぐらい、何でもいいです。"
"01:31:41","2026/01/15","15:04:44","speaker6","","はいどうぞ"
"01:31:48","2026/01/15","15:04:51","speaker1","","さっきちょっと待ってください。はい。"
"01:31:53","2026/01/15","15:04:56","speaker1","","はい。"
"01:31:54","2026/01/15","15:04:57","speaker2","","会長があの特許を取ったっていうジャッキのやつですけど、あれは脱気とジャッキを取り付けるが大の方ですね。はい。そことの間ってのは何か"
"01:32:12","2026/01/15","15:05:15","speaker2","","当然そこには"
"01:32:14","2026/01/15","15:05:17","speaker4","","曲げとかせん断発生すると思うんすけど、そこは何か固定する方法とかいいこと言うねはい。いいことあのねそういうところに気がついてもらわなきゃいかんですね。柱を下げるといっても、柱の下にジャッキをかますわけにいかんのですよ。"
"01:32:35","2026/01/15","15:05:38","speaker5","","ね。要するに、柱を何かで抱えてですね、柱を何かで抱えて、その抱えたこのここんところにジャッキは1期でなくても4期でもいいんですよね何かをかませてですね、柱を包み込んで、"
"01:32:53","2026/01/15","15:05:56","speaker5","","滑らないように包み込んで、ここにジャッキを送らですね。そうしないとジャッキが抜いたり出したりできないんですよこの抱え込んだやつはね、どうやって止めるのかっていう話なんだよ本体の柱と間"
"01:33:09","2026/01/15","15:06:12","speaker5","","で考えたのがくさびです。"
"01:33:14","2026/01/15","15:06:17","speaker5","","隙間があるときに、三角形の鉄のくさびを入れるんですよ。本当これがですね、ぐっと力がかかったときにこのくさびがくっと効いてですね、支えてくれる。そのための実験を、大変レンゴーの茎の工場でですね、500tのプレスでですね、くさびの実験をやりまして、"
"01:33:35","2026/01/15","15:06:38","speaker5","","十分に耐えられるっていう今日実験もやりました。"
"01:33:42","2026/01/15","15:06:45","speaker5","","ご安心ください。はい。はい。"
"01:33:45","2026/01/15","15:06:48","speaker3","","ありがとうございます。"
"01:33:48","2026/01/15","15:06:51","speaker4","","誰も、誰も採用してくれなかったね。"
"01:33:53","2026/01/15","15:06:56","speaker4","","いや、まだこの特許生きてますよ。"
"01:33:56","2026/01/15","15:06:59","speaker4","","できてますよ。"
"01:33:58","2026/01/15","15:07:01","speaker4","","営業の人使ってください。"
"01:34:03","2026/01/15","15:07:06","speaker3","","あの人東京都20年ぐらいだからOK20年です。あれ20年。はい特許っていうのは最初に出願したときから20年間ということになってます。"
"01:34:15","2026/01/15","15:07:18","speaker6","","ただそれからですね、改良だとか何かにまた別の付加価値をつけて出すとですねそれからまた何年かは行きます隣国は向こうは何回も延命しましたんで"
"01:34:32","2026/01/15","15:07:35","speaker5","","はい。田辺くん何かありませんか。質問"
"01:34:36","2026/01/15","15:07:39","speaker1","","はい。"
"01:34:40","2026/01/15","15:07:43","speaker8","","今は解体の勉強中なんですけど、うんその解体に対して普段考え方"
"01:34:49","2026/01/15","15:07:52","speaker8","","とか、"
"01:34:51","2026/01/15","15:07:54","speaker8","","何か意識することって何かありますか。"
"01:34:55","2026/01/15","15:07:58","speaker3","","改善の何を買いたいに対するその考え方とか、いや、回答に行くと対する考え方は単純ですよそれは職業ですからね。はい。もう頭がちぎれるぐらい考えてもらわなきゃいかんねそれは"
"01:35:11","2026/01/15","15:08:14","speaker4","","必ずその発想の中に、何でこんなことしてるのという例えば具体的なジャッキはですね、"
"01:35:21","2026/01/15","15:08:24","speaker5","","建屋を残して、ボイラーだけを下げてくると。しかしボイラー知ってる人はわかるんですけどボイラーっていうのはかろというね、ボイラーの出してくださいボイラーだけの絵を出してください。"
"01:35:34","2026/01/15","15:08:37","speaker3","","あれいやいやこれは"
"01:35:38","2026/01/15","15:08:41","speaker6","","もう一つ今のあれです。結ぶ一つ前"
"01:35:47","2026/01/15","15:08:50","speaker5","","逆に、"
"01:35:50","2026/01/15","15:08:53","speaker3","","どっちなのね。上から下、長いだろっていう日のろと書いたかろっていうのがあります。"
"01:35:57","2026/01/15","15:09:00","speaker3","","これがバナーがあってですね、上から株は全部水の水が入ってます。"
"01:36:05","2026/01/15","15:09:08","speaker6","","中でも猛烈な補油をされてですねモールスの炎でちょっと出してよ。さっきの燃やして水が蒸気になってですねそれで発電をするんですけど、もう一つこれこれでいいです。いやこれでいいです。"
"01:36:24","2026/01/15","15:09:27","speaker6","","これじゃ見にくいだろう。これでいいです。この黄色い部分、黄色い部分、これが可能です。死者がフリーになってこれは石炭だけのまんまの状況ですから下にですねはいが一番下にポコンとあるのは肺が落ちるようになってるんですよね。入れにしてもこの大きな長いのがハローっていう日のロウと書いて、高さが大体五、六十メーターあります。"
"01:36:50","2026/01/15","15:09:53","speaker6","","これが上からぶら下がってます。ぶら下がってる理由は簡単です。"
"01:36:54","2026/01/15","15:09:57","speaker3","","壁はですね全部て水が通るパイプなんですね。石板ともある水が入ってます一番遠い上になるようなところに一気に1000度以上の炎を当てると鉄が伸びるんですが、伸びた鉄が"
"01:37:13","2026/01/15","15:10:16","speaker5","","1万tもある重みでですね、こんなパイプがね耐えられないんですね。パイプが潰れちゃうんですよ。"
"01:37:20","2026/01/15","15:10:23","speaker5","","だから、上からぶら下げといて火を炊かないと伸びるのは久恵のビル下を置いてますから、いくらでもしたら伸びるように作ったんですね。一気に上の20度30度からですね、1500℃ぐらいまで温度が上がりますから手番生き延びるんですね。この一気に伸びた鉄が"
"01:37:39","2026/01/15","15:10:42","speaker3","","そのままの思いで耐えられないです。"
"01:37:42","2026/01/15","15:10:45","speaker6","","だから、火力発電所のボイラーボイラーは全部ハンギングタイプで上からぶら下がってます。"
"01:37:49","2026/01/15","15:10:52","speaker6","","あの家老の上の方にちょっとこうこうこうなったねごめんね。オッパみたいなやつで怒られるかもわあのある。あの上がですね金過熱感のあるところでそこでもう1回加熱して、高温高圧を作っていくということ"
"01:38:11","2026/01/15","15:11:14","speaker6","","で。でも、それで仕事終わるんです。終わって、こっち来ると、あの右側の上のところは拙宅というこの井沢です。ここでもう1回水をですね、貯めなおすと、温め直してもう1回ボイラーに送り込むとだからエコっていうのはこのことを言います。"
"01:38:30","2026/01/15","15:11:33","speaker6","","この下にあるのは長いのもありますがこれはヒーターという空気金築というんですが、昔のやつはこういうふうに鉄のチューブがいっぱいあって鉄のチューブの中を残った熱風が通っていって送り込んだ空気を温めて、もう1回体の方に送り返してやるっていうのが熱回収のシステムだった。今はですねほとんどこのAIヒーター使えません。"
"01:38:59","2026/01/15","15:12:02","speaker4","","オングストロームっていうバームクーヘンみたいなやつが回転しながらですね。だからテープブリキの板がいっぱい詰まったやつをですね、降順に回転しながら冷たい空気を入れて温まったらまた、"
"01:39:16","2026/01/15","15:12:19","speaker6","","ゆっくり回る優遇ストロームって大体優遇する狩人100t思えば300tぐらいありますんで、この時代はですね、全部パイプでした。ものすごい忙しい数のパイプがあって鉄のパイプを空気を温めてですね"
"01:39:37","2026/01/15","15:12:40","speaker6","","それをまたバナー口へ送り込むというというシステムだったんですね。これそのまんま古いこの辺は古い石炭だけのまんまのです。右側にあるのは、この集塵装置で、石炭ってのはものすごい背圧せ石炭灰っていいますか、はいがありますんで、はいをとってこれを煙突から外へ出してやると"
"01:40:11","2026/01/15","15:13:14","speaker6","","いうことですけど、今こういう煙突使うことはありません。"
"01:40:18","2026/01/15","15:13:21","speaker6","","今は死語煙突になりましたから。昔はボイラー一つに筒1本ということで、"
"01:40:29","2026/01/15","15:13:32","speaker6","","なるほど。そこの左の上にですね、赤い印がちょっとあります。あれが蒸気ドラムといいます。次蒸気をあそこに入れて、"
"01:40:41","2026/01/15","15:13:44","speaker6","","汽水分離ということで蒸気と水をあそこで分けるんですね。あの小さく見えますけども今回収したあの小さく見えますけども、あれがですね、次のトレーラーに進むやつを見せてください。"
"01:41:04","2026/01/15","15:14:07","speaker3","","はい。かもわからん。"
"01:41:09","2026/01/15","15:14:12","speaker3","","これですか。はい。これがですね65-65の上記ドラムです。3分の1gだけ取ってですね、これを"
