"会議開始からの時刻","日付","時刻","話者","タグ","発言内容"
"01:08:25","2026/01/15","14:44:53","speaker1","","そんなに難しい話ではないですよ。"
"01:08:28","2026/01/15","14:44:56","speaker1","","今言ったように、"
"01:08:32","2026/01/15","14:45:00","speaker1","","私は現場へ行くそうですね。ずっと見て、1000t"
"01:08:38","2026/01/15","14:45:06","speaker1","","1000t、1000t、1000t。先方は5000tだなと"
"01:08:45","2026/01/15","14:45:13","speaker1","","だってなっちゃう。"
"01:08:47","2026/01/15","14:45:15","speaker1","","そんなもんです。ほとんど売らない、ほとんど"
"01:08:52","2026/01/15","14:45:20","speaker1","","ただ小さいのは違うけど"
"01:08:54","2026/01/15","14:45:22","speaker1","","100頭ぐらいの違うんです。"
"01:08:57","2026/01/15","14:45:25","speaker1","","大きさは大丈夫"
"01:09:00","2026/01/15","14:45:28","speaker1","","そういうもんですね。慣れてください。とにかく数字に慣れてください。何回も試行錯誤で間違うとですね、ものすごく悔しいんですよ。みんなに迷惑かけるしね。違うそのすごい悔しいんですよ。"
"01:09:17","2026/01/15","14:45:45","speaker1","","だから間違ったら必ず次は間違いなくなるんです。"
"01:09:21","2026/01/15","14:45:49","speaker1","","だから、間違ったやつほど良い見積もりをするようになります。"
"01:09:26","2026/01/15","14:45:54","speaker1","","だから、小さく間違ってね、大きく元を取ると"
"01:09:32","2026/01/15","14:46:00","speaker1","","今度は戦いですから、石破にならないと勝てないですね見積もりが"
"01:09:39","2026/01/15","14:46:07","speaker1","","一番なるわけさ。そうすると、"
"01:09:43","2026/01/15","14:46:11","speaker1","","敵の顔が"
"01:09:47","2026/01/15","14:46:15","speaker1","","浮かんでくるんですよ。あいつはどのぐらいのデータを出すんだろうかなと"
"01:09:53","2026/01/15","14:46:21","speaker1","","あいつにだけは負けたくないなっていうのは、ライバルは必ずおりますから。"
"01:10:02","2026/01/15","14:46:30","speaker1","","見積もり終わって寝ようかなと思うんですけども、なかなか寝つかれないですね。もう1回見直してみようと言って、消しゴムで消してですね、ワープロのない時代ですから手書きでやる。決して、またやってよし"
"01:10:19","2026/01/15","14:46:47","speaker1","","これなら勝てるだろうと言って寝るんです。"
"01:10:24","2026/01/15","14:46:52","speaker1","","朝早く目が覚めてですね×よと"
"01:10:29","2026/01/15","14:46:57","speaker1","","アイスも同じことを考えていかないのか。"
"01:10:32","2026/01/15","14:47:00","speaker1","","もう一度書き直すんですね。"
"01:10:36","2026/01/15","14:47:04","speaker1","","こういうことがありました。出光の千葉の調達に持ってったら、"
"01:10:41","2026/01/15","14:47:09","speaker1","","調達の担当者が、"
"01:10:45","2026/01/15","14:47:13","speaker1","","一番だったんです一番なくて、仕事は取れたんですけども。しかし吉野さん。"
"01:10:55","2026/01/15","14:47:23","speaker1","","項目を足すと、この表紙の数字にならないっつんだよね。"
"01:11:00","2026/01/15","14:47:28","speaker1","","何回も限らせで僕でやってるから"
"01:11:08","2026/01/15","14:47:36","speaker1","","トータルが合ってないんですよ。"
"01:11:11","2026/01/15","14:47:39","speaker1","","でも聞きます。"
"01:11:13","2026/01/15","14:47:41","speaker1","","いいんです。この表ベースのこの数字が正しいんですと言って仕事をいただきました。うん。そういうことがあります。あの人もですね調達の人も苦労がわかってくれたんですね。"
"01:11:28","2026/01/15","14:47:56","speaker1","","別苦労したなと"
"01:11:32","2026/01/15","14:48:00","speaker1","","光森綱命がけです。命がけです。"
"01:11:38","2026/01/15","14:48:06","speaker1","","ただ数字を拾うだけじゃいかん。"
"01:11:40","2026/01/15","14:48:08","speaker1","","相手に勝つ数字を広げなきゃいけない。しかも勝ちしちゃいかんのですよ。"
"01:11:47","2026/01/15","14:48:15","speaker1","","審査で貸さなきゃいかんです。"
"01:11:50","2026/01/15","14:48:18","speaker1","","馬鹿みたいに安い値段しだしてですね、取ったやつは何の意味もありません。これはバカボンであることです。"
"01:11:59","2026/01/15","14:48:27","speaker1","","極めてわずかな僅差で勝つと"
"01:12:02","2026/01/15","14:48:30","speaker1","","ね。これが三堀の極意です。これは勘を磨くというね少し難しい話、さっきのゴルフのアプローチと一緒でですね、自然にできるようになるためには、何回も何回も自分で数字に置き換えて、"
"01:12:21","2026/01/15","14:48:49","speaker1","","それをチェックしてみて、もう1回やってみるチェックしてみて五、六回やると"
"01:12:29","2026/01/15","14:48:57","speaker1","","一人前の見積もりになります。必ずになります。保証しますということで質問をお受けしたい。"
"01:12:46","2026/01/15","14:49:14","speaker1","","Webの方、どっからでも質問ください。"
"01:12:52","2026/01/15","14:49:20","speaker1","","はいはいどうぞ"
"01:12:54","2026/01/15","14:49:22","speaker1","","大きな声でどうぞ。ちょっと耳が遠いんです。"
"01:12:57","2026/01/15","14:49:25","speaker3","","ですねあの、私はその社長会長みたいに、その管理っていうのはなかなかちょっとやったことがないんで私はやっぱりあの、まずは積算をして、それから見積もりと"
"01:13:12","2026/01/15","14:49:40","speaker3","","要はの積算はやはり当然数字図面も見て、現場も見て、どういうやり方をするかというところをまず考えてその積算をしていくとそれが積み上がって、それをもとに見積もりというようなやり方をやっぱり一般的には多分それが一般的だと思うんですけど、その"
"01:13:35","2026/01/15","14:50:03","speaker3","","会長の郵便いうような顔見開くっていうとですね、なかなかちょっと自分にはちょっと想像ができないんでなんかこの何なんですかねご夫婦というかそんなの何かあれば"
"01:13:52","2026/01/15","14:50:20","speaker1","","ご教示いただければそれでいいと思いますよただ追い詰められるとですね火事場の馬鹿力みたいなもんで何か知恵が出るんです。"
"01:14:02","2026/01/15","14:50:30","speaker1","","どうしても書かなきゃいかんと、どうしてもね、あの井上の顔が目に浮かぶとね、あいつたら、ひょっとしたら頑張っちゃうかもわからんなとね。でもあいつには負けたくないなと思うと、何か数字がどんどん変わっていくんですけどもあの、だから数字は変わってくる数字物量が変わるわけだ。単価が変わってくるわけですねそれはね、物量からね。"
"01:14:25","2026/01/15","14:50:53","speaker1","","今、石川さんのおっしゃったように、"
"01:14:30","2026/01/15","14:50:58","speaker1","","拾うんです。全部は拾いきれないっす。"
"01:14:34","2026/01/15","14:51:02","speaker1","","全部広げないで拾っても違うんですよ。集計で違うんですね。そんときに、あらかじめ自分は"
"01:14:47","2026/01/15","14:51:15","speaker1","","10t以上の大物だけ拾うと、"
"01:14:52","2026/01/15","14:51:20","speaker1","","楽なそれはね、もう多分一番頭ぐらいのプラントでも10t以上の大物っていうのは多分100個もないと思います。それだけ広くそれを"
"01:15:08","2026/01/15","14:51:36","speaker1","","5割増しにするのか、3割橋ずれとか4割割り増しにするのかという、これは自分なりの考え方がいいと思いますねだからそういうベースを作っておいてその上に何ぼを乗っけていくかとこれも"
"01:15:25","2026/01/15","14:51:53","speaker1","","確かに大事なことですけどしかし問題は、その後、敵の顔が目に浮かぶかどうかの方が問題なんですそれは"
"01:15:35","2026/01/15","14:52:03","speaker1","","チラチラするんですよ。あいつには負けたくないっていうのがいるんですよ。うん。そうするとねちょっと見すぎたかなと。それからもう一つは、"
"01:15:47","2026/01/15","14:52:15","speaker1","","我々は必ずスクラップの量を正確に見るする床に含まれている施設をどうやって見るか、施設の量ってのは今どう非常に高いですから多分全体の施設の利用が10分の1が秘訣だとするとこの10分の1の非鉄の量はす。"
"01:16:09","2026/01/15","14:52:37","speaker1","","ステンレスだとかどうだとか、銅合金だとかそういうのを含めるとですね、多分スクラップの価格ね。スクラップ全体の価格90%のスクラップの価格の1.5倍ぐらい下ぐらいの施設がですね、スクラップとして出てくると思います。"
"01:16:28","2026/01/15","14:52:56","speaker1","","例えば大きいんですよ。"
"01:16:34","2026/01/15","14:53:02","speaker1","","1万tというふうに仮定します9000tが鉄くずで、1000tが施設だとします。9000tの鉄くずは仮に4万円だとすると、3億6000万ですね。"
"01:16:49","2026/01/15","14:53:17","speaker1","","祝363億6000万ですね。私鉄の線と今どのぐらいするのかね。"
"01:16:58","2026/01/15","14:53:26","speaker1","","多分10万円以上するんじゃないですかね。"
"01:17:02","2026/01/15","14:53:30","speaker1","","そうすると、1000tの"
"01:17:08","2026/01/15","14:53:36","speaker1","","10万円は、"
"01:17:10","2026/01/15","14:53:38","speaker1","","それも1億しかならないのか。すいません、1億しかならないのか。"
"01:17:18","2026/01/15","14:53:46","speaker1","","そうだね。今ステンレスいくらすんの、60150円"
"01:17:24","2026/01/15","14:53:52","speaker1","","160ボットするね。それに同系統があるからね。そうすると25万ぐらいするのか、平均すると"
"01:17:35","2026/01/15","14:54:03","speaker1","","10万20万ちょいぐらいですね。20万だとセンターと2億かそういうことだね。そういう置き換えをするんですね。接続の3億6000万"
"01:17:50","2026/01/15","14:54:18","speaker1","","施設の2億で5億6000万と、もう少し施設を見ると6億になるよということになるスクラップも今立野は四万二、三千円しますけどもそうは売れないんで。"
"01:18:07","2026/01/15","14:54:35","speaker1","","見積もりこういうことは一緒。面白い話しましょうよ。"
"01:18:12","2026/01/15","14:54:40","speaker1","","あそこはどこなんだ。小名浜か。福島県の小名浜常磐炭鉱のあるとこねあそこは常磐火力のある昔は乗馬火力ってのは石炭の盛んなところです常磐炭鉱があった。今ハワイだから何とか常磐ハワイアンのがあると思うんです。"
"01:18:38","2026/01/15","14:55:06","speaker1","","今ではあそこ石炭火力があって、あそこにですね、IGCCという石炭"
"01:18:49","2026/01/15","14:55:17","speaker1","","ガス化複合発電ってIGCCという大きなNEDOがやってる実験装置がありました。その前に、千葉の"
"01:19:07","2026/01/15","14:55:35","speaker1","","袖ケ浦の出光のバルクターミナルと石炭ヤードの中に同じように配向るという石炭を還流してガスを、いわゆる水素ガスを取り出すと、その水素ガスを燃料に"
"01:19:26","2026/01/15","14:55:54","speaker1","","すると"
"01:19:28","2026/01/15","14:55:56","speaker1","","ガスですからLNGと同じようにガス化発電ができると。ということはどういうことかっていうと、ガスは"
"01:19:37","2026/01/15","14:56:05","speaker1","","油と違って、ガスタービンを回すわけですよね。1500℃ぐらいのガスタービンスタンスでガスタービン回して発電するんですが、ガスタービンを回した排熱もまだ1000℃以上あるんですね。"
"01:19:52","2026/01/15","14:56:20","speaker1","","この排熱をボイラーに持ってくんですね。まだ鮮度以上ありますから、この排熱でボイラーの水を蒸気に変えて、普通の火力発電所と同じことだから、2回やるわけです。1回はガスタービン"
"01:20:07","2026/01/15","14:56:35","speaker1","","排熱でもう1回蒸気ボイラーを動かすという複合だから"
"01:20:13","2026/01/15","14:56:41","speaker1","","適当なまで耐えた分にはそれはできないんですね音数を集めるしかできないんですが、IDCという複合化ガスガス化複合発電が1回ガスにすることによって、ガスでタービンガスタービンを回して排熱で蒸気タービンを回すと"
"01:20:33","2026/01/15","14:57:01","speaker1","","2度美味しくなるわけですねこれは正しい石炭を還流してガス化するってのは非常に難しい爆発装置ですから非常に難しいということで出光の関さんの他イコールっていう、ここでですね、"
"01:20:51","2026/01/15","14:57:19","speaker1","","ここは3000tぐらいの装置でした。私がやったんですが、"
"01:20:59","2026/01/15","14:57:27","speaker1","","問題は"
"01:21:01","2026/01/15","14:57:29","speaker1","","私が"
"01:21:04","2026/01/15","14:57:32","speaker1","","出光興産の見積書を作ったんです。これは政府の目処に提出する見積書を作ったんですよ。6億円の見積書です。"
"01:21:18","2026/01/15","14:57:46","speaker1","","今度は出光エンジが出光興産に出す見積もりを作りまして4億円になります。"
"01:21:26","2026/01/15","14:57:54","speaker1","","泰平連合わかりましたから。泰平田5回出光出光エンジン出す見積もりを作って3億になりました。ベッセルが泰平田行に出す見積もりは2億になったんです。6億が2億になったんです。"
"01:21:42","2026/01/15","14:58:10","speaker1","","全部私が作りました。"
"01:21:44","2026/01/15","14:58:12","speaker1","","政府の装置っていうのは簡単にいかないですね4年間の実験が終わって全部廃棄するんですが経済調査局という政府の特別な機関が来てですね、見積もりの査定をやります。"
"01:22:02","2026/01/15","14:58:30","speaker1","","大平善行の設計の連中たちが4人ぐらい生きてやります。私1人で電卓で頑張ったんですけども、"
"01:22:12","2026/01/15","14:58:40","speaker1","","大平連合の見積もりは専門家が設計が4人来てやりましたけれども私の見積もりよりも5割も多い積算をしました。で、結果的に経済調査局の政府のコンピュータを使った専門家たちの作った見積もりと、私の磯田"
"01:22:33","2026/01/15","14:59:01","speaker1","","項目別で違ったらトータルはピタッとお出汁3000飛んで揃ってですね、私の見積もりが採用されて、解体をすることになりました。"
"01:22:46","2026/01/15","14:59:14","speaker1","","今度そのチームはですね、"
"01:22:49","2026/01/15","14:59:17","speaker1","","いわきにある、いわゆる小名浜にある今度は本格的なプラントですIGCCの本格的なプラントです1万tのプラントです。"
"01:23:00","2026/01/15","14:59:28","speaker1","","これの見積もりをしてくれということで、当然設計と対比で行の設計と電車に乗っていきまして、全体を見てくればいうことで見て、私石場とんだと言ったんですがね。"
"01:23:17","2026/01/15","14:59:45","speaker1","","そうかと"
"01:23:18","2026/01/15","14:59:46","speaker1","","終わって、いわきの駅前の焼き鳥屋で終わって帰る電車の待ってる最中に、さていくらにしようっていう当然設計がいくらにしようかっていうから、"
"01:23:35","2026/01/15","15:00:03","speaker1","","そうですね。"
"01:23:37","2026/01/15","15:00:05","speaker1","","本あたり10万でどうでしょうか？"
"01:23:41","2026/01/15","15:00:09","speaker1","","そうか10億か。"
"01:23:44","2026/01/15","15:00:12","speaker1","","安いな"
"01:23:46","2026/01/15","15:00:14","speaker1","","販売どのぐらい出る。"
"01:23:50","2026/01/15","15:00:18","speaker1","","倍にしとこうか。"
"01:23:52","2026/01/15","15:00:20","speaker1","","20t20万でどうですか。よしわかった。よし、決まった。20億だ。うん。"
"01:24:00","2026/01/15","15:00:28","speaker1","","これで終わりです。"
"01:24:02","2026/01/15","15:00:30","speaker1","","当然設計の設計ですこれ"
"01:24:06","2026/01/15","15:00:34","speaker1","","うん。"
"01:24:07","2026/01/15","15:00:35","speaker1","","それが活きてですね、全体の工事をやったんですが、家光エンジン私の全部やった電子レンジが20%ぐらいもらった鹿島が元請になってですね、鹿島が全部やって出光興産は分け前もらったんですよ。私んとこは一つも来ないでですね、終わっちゃいましてですね。"
"01:24:31","2026/01/15","15:00:59","speaker1","","馬鹿みたんですが基本的な設計は、20億の設計は焼き鳥屋で決まります。"
"01:24:39","2026/01/15","15:01:07","speaker1","","見積もりはそんなもんです。そんなもん。でも、こんなに来るってのが、こんなに来るってのがあった。そんなもんですね。小さい見積もりほど難しくなる。大きい見積もりは地図で簡単"
"01:24:53","2026/01/15","15:01:21","speaker1","","はい。何か質問ありましたら"
"01:24:56","2026/01/15","15:01:24","speaker1","","はい。"
"01:24:58","2026/01/15","15:01:26","speaker4","","会長今先ほどの慣例ってできるようになるよって話をしたんですけれど、実際そこに至るまでどれぐらいいの期間というのはどれぐらいの案件を積み重ねたのかなね。"
"01:25:10","2026/01/15","15:01:38","speaker1","","案件を積み重ねられたとか、そうやって長いことやってんだもんさあ、タイヤあるよ。いや7日にソウル支店だったのでそこに至るまで大体どれぐらいの期間をたったら大体間でこれぐらいいけるんなっちゃうなってすぐ出たするんできた。うん。"
"01:25:26","2026/01/15","15:01:54","speaker1","","すぐでさ"
"01:25:28","2026/01/15","15:01:56","speaker1","","1回もプラント見てないのにできた。"
"01:25:31","2026/01/15","15:01:59","speaker1","","はい。"
"01:25:34","2026/01/15","15:02:02","speaker1","","いや、本当だと思う。"
"01:25:37","2026/01/15","15:02:05","speaker1","","本当だっては"
"01:25:39","2026/01/15","15:02:07","speaker1","","本当だ。だからそう。うん。あのね、これは企画後ろ中内くんがやって、少しぼやがあった電気化学の千葉のね、電気学の土のもの"
"01:25:55","2026/01/15","15:02:23","speaker1","","の我々だけくんが言って壊したのが第2期あれ2代目ですよ。初代"
"01:26:04","2026/01/15","15:02:32","speaker1","","初代の支援者も私40歳のときですよ。"
"01:26:08","2026/01/15","15:02:36","speaker1","","40歳のときに名古屋から出てきてですね、ひかり解体の社長が"
"01:26:16","2026/01/15","15:02:44","speaker1","","後ろちょっと来いやって連れて行ったんですよ。初めて私あのプラント見たんですよ。"
"01:26:23","2026/01/15","15:02:51","speaker1","","はい。"
"01:26:24","2026/01/15","15:02:52","speaker1","","ぐるっと回ってですね、何棟あるっつったんですよ。"
"01:26:29","2026/01/15","15:02:57","speaker1","","5000tですねもう本当にZoomを見たことないくると人がねただ5000頭ですねっつったら、"
"01:26:38","2026/01/15","15:03:06","speaker1","","お前"
"01:26:39","2026/01/15","15:03:07","speaker1","","これ、スクラップいくらで買うってことだったんですよ。"
"01:26:45","2026/01/15","15:03:13","speaker1","","そうですね。"
"01:26:48","2026/01/15","15:03:16","speaker1","","スクラップで1億施設で5000万、1億5000万でどうですかったら用紙打ったっていうんだよね。"
"01:26:57","2026/01/15","15:03:25","speaker1","","用紙歌ってね。"
"01:26:59","2026/01/15","15:03:27","speaker1","","後からわかったことですけども、名だたる連中たちが出した見積もりの最高の額が1億だったんですよ。それを振ってきた私が1億5000万って言っちゃったわけですよ。"
"01:27:11","2026/01/15","15:03:39","speaker1","","で、どうしたってことだったよ。さて4000万の借金持ってる私がですね1億5000万あるわけないじゃない。"
"01:27:21","2026/01/15","15:03:49","speaker1","","それで伊藤忠のね青山の糸井で1週間っていう部長がいらっしゃって名古屋時代のあの久しいかと思ったんで、水川さんは何とか一応中で1億出してもらえませんかったら方いいよ。"
"01:27:38","2026/01/15","15:04:06","speaker1","","俺は土地は出せないけどもスクラップの山中が出すからやめなさいって話をしてくれってことになって、1億の水尾さんと一つの5000万、大同特殊鋼の行きまして、あの渋川の大同特殊鋼にステンレスを納めるから"
"01:27:56","2026/01/15","15:04:24","speaker1","","5000万出してくれませんかって言ったら、大同特殊鋼もいいよと1億5000万揃ったんですよ。揃ってやろうと思ったら、よしちょっと待てって言うわけですよ。"
"01:28:06","2026/01/15","15:04:34","speaker1","","あれな、もう1回考え直してくれるか。"
"01:28:10","2026/01/15","15:04:38","speaker1","","他の連中たちもみんな1億5000万出すと言い出したっていうんだね。"
"01:28:16","2026/01/15","15:04:44","speaker1","","だからおめもうちょっと高く買えないかとか、社長さん来たねってたの俺いや、もうそれなら僕私はやめますって。羽田の土屋商店が1億5500万で買ったんですね。問題は"
"01:28:33","2026/01/15","15:05:01","speaker1","","工事が終わって、"
"01:28:36","2026/01/15","15:05:04","speaker1","","スクラップがどれだけあったかっていうことだったんですね。5500tあったんです。"
"01:28:42","2026/01/15","15:05:10","speaker1","","スクラップ屋の見積もりっていうのは、マイナスはいけないんです。"
"01:28:47","2026/01/15","15:05:15","speaker1","","プラマイ10%があるんですけども、マイナスはあっちゃいけないんです。プラスにならないんです。改定日は決まってるから、スクラップだけが利益になるんで、必ずスクラップが上いかなきゃいけない。"
"01:29:00","2026/01/15","15:05:28","speaker1","","500t一旦ですね、吉野の見積もりは天下一品だっていうことで、私が三堀だとして、名刺が増えるようだったら、このことなんですよ。"
"01:29:13","2026/01/15","15:05:41","speaker1","","これが初期の支援者もあるんです。で、この前も話したようにうちのものをやってて、徳山に同じ出演者も上がっていい前日のトクヤマへ行ってするものもやるって、ただでやると言ったら、この前話した通りですね。清水さんっていう方が技を勝ちもできてですね、実際にやってるのを見ていって、本当にただでできるんだと"
"01:29:39","2026/01/15","15:06:07","speaker1","","スクラップもらったらただできるんだということがわかって、我々が出光の工場それから十数年やるようになったのはこのことですね。"
"01:29:50","2026/01/15","15:06:18","speaker1","","そのね、スクラップの1億5000万の話がですね、土台になって、それはもう全く吟坊の当初時代のプラントを見たことない人間が"
"01:30:05","2026/01/15","15:06:33","speaker1","","5000tと言っちゃったんですね。それが5500tあったっていう。で、土屋商店の社長からものすごく褒められましてね。"
"01:30:14","2026/01/15","15:06:42","speaker1","","吉田さん頭にそれは超一流だと思う。"
"01:30:19","2026/01/15","15:06:47","speaker1","","見積もりだとして自分で食ってきます。"
"01:30:23","2026/01/15","15:06:51","speaker1","","ありがとうございます。"
"01:30:26","2026/01/15","15:06:54","speaker1","","何時間の国民そうそう。はい。理解次回、もう1回もう何回続くかわかりませんけども、は遺言ですから、"
"01:30:42","2026/01/15","15:07:10","speaker1","","今度はいかに他者に勝つために、"
"01:30:47","2026/01/15","15:07:15","speaker1","","我々は工夫をして、"
"01:30:51","2026/01/15","15:07:19","speaker1","","工法を発明していくかっていういわゆるリンゴ観光に代わる新しい工法をこれからどうやって作っていくかと、他の会社にはできない。我々の、決してらの新しい技術をどうやって磨いていくかと"
"01:31:08","2026/01/15","15:07:36","speaker1","","いうこのことに関してやりたいと思います。どうしたら発明発見が生まれてくるんだろうかと"
"01:31:19","2026/01/15","15:07:47","speaker1","","という皆さんもいろいろ考え方があると思います。基本的には私が今まで何十年間やってきたリンゴ株候補以外のいろんな金にならないはずであるとあるんですけど"
"01:31:37","2026/01/15","15:08:05","speaker1","","そういうことも含めてですね、なぜこういう発想になったのかっていうことを皆さんと一緒に考えてみたいなというふうに思います。"
"01:31:48","2026/01/15","15:08:16","speaker1","","こんなことでよろしいですか。"
"01:31:51","2026/01/15","15:08:19","speaker1","","あと足らない人は町中華で一つ誰でも聞いてください。"
"01:32:00","2026/01/15","15:08:28","speaker2","","はい。会長ありがとうございました。"
"01:32:05","2026/01/15","15:08:33","speaker2","","個人的には面白かったです。すいません。うん。"
"01:32:11","2026/01/15","15:08:39","speaker2","","お時間になりましたので今日は終了したいと思います次回も面白そうな話ですし、興味深いなと思ってましたので年明けになりますけど、ぜひさ、最後の会も皆さんご参加いただければなと思います。"
"01:32:28","2026/01/15","15:08:56","speaker2","","本日はこれで終了したいと思います。ありがとうございました。はいどうもありがとうございました。ありがとうございました。お疲れ様でございました。ありがとうございます彼様でした。"
"01:32:39","2026/01/15","15:09:07","speaker1","","ありがとうございました。入会の場所をアナウンスして、高齢化の場所を言わないと駄目でしょ"
"01:32:47","2026/01/15","15:09:15","speaker1","","坂戸市Love行った方がいい。はいいいえ。今、僕はい。うん。この後の講演会の話なんですけど一応1620"
